Gene	seed_specificity
GSK3B	0.84
FGF6	0.63
USP7	0.61
BUB3	1.0
PALB2	1.0
ADIPOR1	0.89
ATXN2	0.5800000000000001
HLA-G	0.52
DECR1	0.99
FGF14	0.28
NXF2	1.0
TNIP1	1.0
FOXO6	0.69
PNKP	1.0
DUSP8	1.0
PLXNB1	1.0
TFCP2	0.6
ORC4	1.0
ERCC2	1.0
YWHAE	0.97
PPP2R5D	0.63
WNT6	0.31999999999999995
ZMAT3	1.0
RFC5	0.96
POLH	1.0
CLDN3	1.0
MAPK10	0.69
PAK6	0.87
PPID	1.0
DDIT4	1.0
ARHGEF6	0.63
GSTA1	0.99
PHAX	1.0
REV1	1.0
RASGRP2	1.0
DCLRE1C	0.8200000000000001
SH2B1	0.96
TLN1	0.69
BAK1	0.6599999999999999
PRM1	1.0
MGA	1.0
PARD6G	1.0
PHKB	0.9
STAG1	1.0
FGF1	0.31999999999999995
CAB39	1.0
TLE4	0.8
SEC13	1.0
GSTA5	1.0
PTPN7	1.0
CALML6	0.91
SNIP1	1.0
AIFM1	0.88
DUSP16	1.0
GADD45G	0.37
ATG14	1.0
PYGM	0.99
MCM4	0.72
IKBKE	0.72
ATP6V0E1	1.0
KMT2A	0.89
PROM1	1.0
FN1	0.42000000000000004
CSF2RA	0.41000000000000003
POLD3	0.8
CTSL	0.76
BCL2L2	1.0
EEF2	0.79
FGF18	0.6
FANCM	0.84
CIR1	1.0
MCM6	0.72
INSRR	0.91
IL12A	0.5
PGF	0.31999999999999995
DDC	1.0
PATJ	1.0
ELK1	0.52
TRAF5	0.5900000000000001
RHOJ	1.0
PPP1R12B	0.45999999999999996
ADORA1	0.72
RCAN1	0.5800000000000001
POU2F2	0.6799999999999999
RTN4R	1.0
CCNG1	1.0
TIGAR	1.0
EDNRB	0.33999999999999997
CCN4	0.86
RASA2	1.0
SIK1	0.84
VCL	0.78
HUS1B	1.0
MAPK8IP2	1.0
HMGCR	0.89
PYGB	1.0
NDUFS1	1.0
ERCC6	0.83
RBL2	0.6799999999999999
ZFP36L1	0.79
PLXNB2	1.0
FGF11	0.28
STAG2	1.0
PRKG1	0.74
EI24	1.0
NUP37	1.0
PARP3	1.0
PIM2	0.32999999999999996
TP53	1.0
GAPDH	1.0
PRKAG3	0.98
CAPNS1	0.77
NTRK2	0.42000000000000004
CLDN1	1.0
ORC1	0.69
CALML3	0.9
LLGL2	1.0
G6PC2	1.0
DLL3	0.32999999999999996
MATK	0.78
FGF10	0.6799999999999999
MAPK7	0.72
CALML5	0.95
CCNB2	0.6699999999999999
APC2	0.09999999999999998
TFDP2	0.69
TBC1D4	0.69
KLC3	1.0
PGD	1.0
MAML3	1.0
TNFRSF6B	0.63
NRBF2	1.0
ARHGEF11	1.0
MPO	0.92
GSTP1	0.31999999999999995
ELMO1	0.75
PLA2G4D	1.0
THBS1	0.48
CLDN2	0.6599999999999999
KIF7	1.0
ENDOG	1.0
ATG10	0.91
CCNT1	0.83
VDAC3	1.0
PLCB1	0.44999999999999996
IL3	0.32999999999999996
CREB3L1	0.43000000000000005
MRE11	0.92
NR4A2	0.61
DUSP2	0.53
MBD4	1.0
ELK4	0.43000000000000005
CAMK1D	0.75
NPAT	0.92
FANCB	1.0
LAMB2	0.25
POLE	1.0
PIAS2	0.84
ADIPOR2	0.8
NCF2	0.84
TAP1	0.77
SLC6A3	0.74
NTHL1	1.0
DCC	0.38
KLF6	0.84
LMNB2	1.0
IL18RAP	0.5
RRM2	0.9299999999999999
AIFM2	1.0
TRAF1	0.25
ABCC1	0.8200000000000001
EPHB6	1.0
BCL2A1	0.86
MSH3	1.0
FLT3	0.91
SLC27A1	0.76
PGK2	1.0
PLA2G4F	0.99
FAAP100	1.0
ANLN	1.0
CHAC1	0.88
FGF5	0.63
EGR2	0.5900000000000001
MFN1	0.61
TCF7L1	0.75
IL1RAP	0.65
IRF9	0.4
IFNA1	0.22999999999999998
ADCY2	1.0
POLD2	0.99
BIRC7	1.0
CAPN2	0.84
SGK3	0.42000000000000004
MFN2	0.6599999999999999
POLL	1.0
ERRFI1	0.72
FBP2	1.0
PFKL	0.91
PLA2G4E	0.83
CX3CL1	0.79
CXCL2	0.5900000000000001
PRDX6	0.6
PARD6B	1.0
FGF21	0.5900000000000001
DOCK2	0.71
TAP2	1.0
NUP54	1.0
B2M	0.56
TNFRSF13C	0.5700000000000001
FSCN1	1.0
CXCL16	0.53
PSMD8	0.5700000000000001
FGF12	0.28
RAD17	0.94
MSH2	0.31000000000000005
BRCA2	0.89
GNG3	1.0
ORC3	1.0
RBPJL	0.95
ATP1A3	1.0
RRM1	0.9299999999999999
PTTG2	0.8200000000000001
YWHAZ	0.89
TRAF4	0.33999999999999997
MAP3K12	0.6
PLA2G2A	0.5
JUNB	0.75
DEK	0.78
HLA-A	0.7
PDPK1	0.85
SESN1	1.0
PTGER1	0.31000000000000005
FAN1	1.0
EIF4E2	0.97
VEGFC	0.5700000000000001
RHOT1	1.0
ADRM1	0.5800000000000001
FZD9	0.8
ORC5	1.0
IGF2BP1	0.8200000000000001
RNF144B	1.0
EPHB4	1.0
ULBP2	1.0
CCDC6	0.29000000000000004
HEY2	0.47
PPP3CA	0.54
SMC1B	1.0
EFNB2	0.79
SCARB1	0.81
DUSP10	1.0
FANCG	0.84
CCL20	0.7
RAD52	0.84
PYGL	0.95
SSTR1	0.77
FGF3	0.18000000000000005
RFC1	1.0
CSF2	0.96
CCNB3	1.0
NCOA4	0.32999999999999996
KCNMA1	0.94
PLA2G5	0.71
ATF4	0.8200000000000001
HES5	0.25
CASP7	0.9299999999999999
NXT2	1.0
ADGRB1	1.0
KLC4	1.0
ULK1	0.99
CREB3L3	0.22999999999999998
ORC2	1.0
TPR	0.32999999999999996
TLR3	0.32999999999999996
KIF5C	0.47
PRSS3	1.0
TNC	0.95
SEPTIN5	1.0
STRADA	1.0
PSMB1	0.5800000000000001
FGF17	0.18000000000000005
SETBP1	1.0
PPP3CC	0.6799999999999999
MLXIP	1.0
SLX4	1.0
DUSP5	1.0
PTPRF	1.0
MAZ	0.94
CAPN1	0.87
PRKAA2	0.83
OCRL	1.0
TIRAP	0.52
SEMA4D	1.0
MGST1	0.99
LIG4	1.0
SHISA5	1.0
ACACB	0.86
PLXNA1	0.8
ABL2	0.91
PTGER2	0.32999999999999996
ALDOC	1.0
CDK7	0.56
ZBTB33	1.0
BCORL1	1.0
RBL1	0.6599999999999999
TKT	1.0
PDGFRA	0.47
NFKBIB	0.8200000000000001
TMOD3	1.0
APPL1	1.0
TNFRSF10D	0.95
NUDT16L1	1.0
POLI	1.0
PAK5	0.6
ORC6	1.0
HES7	1.0
CSPG4	1.0
SNCAIP	0.61
LIN54	1.0
SESN3	1.0
GNGT1	0.38
APEX2	1.0
EME1	1.0
LIN37	1.0
CYP2J2	1.0
EGLN3	0.31999999999999995
AKT1S1	0.69
CALCOCO2	1.0
