Gene	seed_specificity
TNFRSF11A	0.91
AHNAK	0.76
ITGAL	0.92
USP7	0.61
BUB3	1.0
PALB2	1.0
CSRP2	1.0
CYP2C19	1.0
HLA-G	0.52
DECR1	0.99
LIMK1	0.79
GLUL	1.0
CARD9	0.74
FGF14	0.28
TNIP1	1.0
FGD3	1.0
FOXO6	0.69
RIF1	0.99
PNKP	1.0
DUSP8	1.0
TFCP2	0.6
RILP	1.0
ORC4	1.0
C8G	1.0
ERCC2	1.0
LAMA5	0.9299999999999999
WNT6	0.31999999999999995
ZMAT3	1.0
RFC5	0.96
NPHS1	1.0
C7	1.0
POLH	1.0
CLDN3	1.0
MAPK10	0.69
IRAK4	1.0
PAK6	0.87
PPID	1.0
ARPC5L	0.72
SPART	1.0
DDIT4	1.0
GABBR2	0.83
HJURP	1.0
ARPC5	0.75
GSTA1	0.99
REV1	1.0
AHRR	1.0
DCLRE1C	0.8200000000000001
RIMS2	1.0
PFN4	1.0
PRM1	1.0
ARHGEF28	1.0
C8B	1.0
BCL10	0.9299999999999999
PARD6G	1.0
STAG1	1.0
DEFA5	1.0
FGF1	0.31999999999999995
FRS2	1.0
HSPB8	0.92
C9	1.0
CAB39	1.0
MLKL	1.0
TLE4	0.8
GSTA5	1.0
C6	1.0
PTPN7	1.0
SOD3	0.83
AIFM1	0.88
DUSP16	1.0
FCGR2A	0.9
GNG12	1.0
GADD45G	0.37
ATG14	1.0
UGT1A4	1.0
MCM4	0.72
PLA2G4B	0.97
KMT2A	0.89
PIK3IP1	0.64
PROM1	1.0
FN1	0.42000000000000004
CSF2RA	0.41000000000000003
POLD3	0.8
CTSL	0.76
BCL2L2	1.0
ACTG1	0.6599999999999999
EEF2	0.79
FGF18	0.6
CYP1B1	0.98
FANCM	0.84
CIR1	1.0
MCM6	0.72
INSRR	0.91
CAPZB	1.0
PGF	0.31999999999999995
ELK1	0.52
PLCB2	0.74
WASF1	0.6699999999999999
RHOJ	1.0
TRAF5	0.5900000000000001
MYL7	0.9299999999999999
PPP1R12B	0.45999999999999996
MYL12A	0.64
RCAN1	0.5800000000000001
POU2F2	0.6799999999999999
CCNG1	1.0
TIGAR	1.0
EDNRB	0.33999999999999997
RNF20	1.0
CCN4	0.86
MLH3	1.0
HUS1B	1.0
MAPK8IP2	1.0
NDUFS1	1.0
ERCC6	0.83
RBL2	0.6799999999999999
TBC1D1	1.0
FGF11	0.28
STAG2	1.0
PRKG1	0.74
EI24	1.0
IL1R2	0.45999999999999996
PIP5K1C	1.0
UGT2B7	0.87
PARP3	1.0
ARPC1A	0.83
CFL1	0.9
PAK2	0.94
TP53	1.0
MYLK2	0.5800000000000001
PRKAG3	0.98
MAP3K13	0.99
CAPNS1	0.77
CES1	0.87
NTRK2	0.42000000000000004
CLDN1	1.0
ORC1	0.69
PDK4	0.88
PIK3AP1	0.9
DLL3	0.32999999999999996
IFNAR1	0.71
MATK	0.78
FGF10	0.6799999999999999
CRHR1	0.8200000000000001
FGF20	1.0
TXK	0.74
CCNB2	0.6699999999999999
SCN5A	1.0
CHMP6	1.0
ANGPTL4	0.83
APC2	0.09999999999999998
CTSK	0.8200000000000001
SEMA3A	1.0
TFDP2	0.69
SCD	0.9
SARM1	1.0
GSDMD	0.64
MSH4	1.0
KLC3	1.0
ACP5	0.92
IL1A	0.79
CASP9	0.9299999999999999
CAMK2B	0.71
PGD	1.0
PLA2G4A	1.0
ARHGEF11	1.0
GSTP1	0.31999999999999995
ELMO1	0.75
PLA2G4D	1.0
ACADM	0.83
THBS1	0.48
CLDN2	0.6599999999999999
KIF7	1.0
ENDOG	1.0
ATG10	0.91
CCNT1	0.83
ARPC4	0.79
CENPC	1.0
PLCB1	0.44999999999999996
IL3	0.32999999999999996
CREB3L1	0.43000000000000005
MALT1	1.0
WASL	0.94
MRE11	0.92
NR4A2	0.61
DUSP2	0.53
MBD4	1.0
AHR	1.0
ELK4	0.43000000000000005
NACA	1.0
RMI2	1.0
CSNK1A1L	0.7
NPAT	0.92
FANCB	1.0
LAMB2	0.25
ATMIN	1.0
GCLM	1.0
ACAP1	1.0
ADIPOR2	0.8
NCF2	0.84
UGT2B4	1.0
SNX32	1.0
NTHL1	1.0
ADCY8	0.77
DCC	0.38
BUB1	0.9299999999999999
PARVB	1.0
IL18RAP	0.5
RRM2	0.9299999999999999
FGF22	1.0
AIFM2	1.0
ABCC4	1.0
TRAF1	0.25
MEFV	0.6699999999999999
CCL4	0.75
APOA5	0.87
FGD1	1.0
FGF8	0.64
ABCC1	0.8200000000000001
EPHB6	1.0
BCL2A1	0.86
MSH3	1.0
FLT3	0.91
