Gene	seed_specificity
SGK3	0.42000000000000004
RAPGEF3	0.5
CHMP2A	1.0
ABRAXAS1	1.0
FANCM	0.84
RILP	1.0
DET1	1.0
LIG4	1.0
FGF3	0.18000000000000005
ITPR2	1.0
GRIK2	1.0
FGF5	0.63
APC2	0.09999999999999998
HES5	0.25
TNFRSF4	0.97
RMI2	1.0
CSNK1G1	1.0
FGF14	0.28
APEX2	1.0
LAMB4	0.96
CREB3L3	0.22999999999999998
POLL	1.0
PPP2R5D	0.63
MEFV	0.6699999999999999
RAD52	0.84
CASP5	0.77
CHMP3	0.89
EVC	1.0
TBC1D1	1.0
IL16	0.71
UBE2K	1.0
FANCL	1.0
FANCG	0.84
CCL26	0.6799999999999999
MYLK2	0.5800000000000001
CPEB1	0.98
THBS1	0.48
HTR1F	1.0
LAMC3	0.98
FAN1	1.0
VPS41	1.0
SOS2	0.49
BRIP1	1.0
POLD2	0.99
SV2C	1.0
LAMA2	0.98
TRPC4	0.84
SMC1B	1.0
IRF9	0.4
LAMB1	0.9299999999999999
CARD9	0.74
DDIT4	1.0
UBE2W	1.0
IL18RAP	0.5
STRADA	1.0
CCL27	1.0
IL17RC	0.69
FANCE	1.0
LAMA5	0.9299999999999999
KLHL9	1.0
NAMPT	0.81
THPO	0.65
LAMB2	0.25
FGF17	0.18000000000000005
TNFRSF9	0.65
TNFSF15	1.0
PTTG2	0.8200000000000001
TLR3	0.32999999999999996
GLUL	1.0
PARVB	1.0
FANCB	1.0
IFNA1	0.22999999999999998
COL6A2	1.0
VDAC1	0.89
PNKP	1.0
SV2B	1.0
PPP2R5C	0.91
PIK3C2A	0.6699999999999999
ATG14	1.0
UBE2T	0.9299999999999999
FGF21	0.5900000000000001
CARD8	0.77
PLA2G4D	1.0
UBA7	1.0
EXOC7	0.78
POLH	1.0
PPP3CA	0.54
FAAP100	1.0
PARD6G	1.0
KLC4	1.0
HES7	1.0
LAMB3	0.9299999999999999
PPP1R12B	0.45999999999999996
DCLRE1C	0.8200000000000001
TRAF1	0.25
KIF3A	0.9299999999999999
POLI	1.0
MYL12B	0.64
CCL1	1.0
HEY2	0.47
MLKL	1.0
PLA2G4F	0.99
KIF5C	0.47
POLD3	0.8
DEFA5	1.0
KLC3	1.0
CCL17	0.84
ATP6V0E1	1.0
GSDMD	0.64
ACTN4	0.43999999999999995
CCL7	1.0
MYL12A	0.64
LLGL2	1.0
FGF11	0.28
ADCY5	0.94
PLA2G4E	0.83
CAB39	1.0
TNFRSF6B	0.63
FGF6	0.63
IL1A	0.79
MAML3	1.0
REV1	1.0
MSH3	1.0
TIRAP	0.52
AHNAK	0.76
CDK7	0.56
CCL20	0.7
KIF7	1.0
GP1BB	0.85
GRIA1	0.94
GLUD1	1.0
PIK3IP1	0.64
CXCL16	0.53
MYL7	0.9299999999999999
CXCL2	0.5900000000000001
GRIA4	0.86
IL1R2	0.45999999999999996
KCNN2	1.0
MRE11	0.92
FN1	0.42000000000000004
TXK	0.74
TRIP12	1.0
BRK1	0.6799999999999999
EVC2	1.0
ERCC6	0.83
PARD6B	1.0
CXCL5	0.81
MOS	1.0
LAMC2	0.98
EME1	1.0
PATJ	1.0
NTHL1	1.0
ATG10	0.91
RFC5	0.96
PALB2	1.0
TNFRSF13C	0.5700000000000001
MBD4	1.0
PKMYT1	1.0
NLRC4	0.8
RIPK3	1.0
NTRK2	0.42000000000000004
FGF12	0.28
