Gene	seed_specificity
ADGRB1	1.0
IL22RA1	0.92
BCL2A1	0.86
WNT6	0.31999999999999995
CXCL16	0.53
FGF16	1.0
MAPK10	0.69
NFKBIB	0.8200000000000001
CCNB3	1.0
SIK1	0.84
IL2RB	0.92
CDK7	0.56
LIN54	1.0
ULBP2	1.0
SCARB1	0.81
CHAC1	0.88
FARP2	1.0
MIF	0.83
CCNG1	1.0
PLA2G4D	1.0
SGK3	0.42000000000000004
USP7	0.61
TNFRSF10C	1.0
MAP3K12	0.6
GSTA1	0.99
CLDN2	0.6599999999999999
NCOA4	0.32999999999999996
PATJ	1.0
PPID	1.0
YWHAE	0.97
TAP2	1.0
NUP54	1.0
MTA3	0.98
RCAN1	0.5800000000000001
PYGL	0.95
TKT	1.0
ATP6V0E1	1.0
CYP24A1	0.83
CALML6	0.91
C5AR2	1.0
PPP3CA	0.54
SESN1	1.0
SEPTIN5	1.0
TBL3	1.0
CTSL	0.76
RHOQ	0.98
CXCL2	0.5900000000000001
ZMAT3	1.0
SKIL	1.0
DDIT4	1.0
PDPK1	0.85
DUSP2	0.53
NUDT16L1	1.0
CSRP2	1.0
RAPGEF3	0.5
TLN1	0.69
RBM28	1.0
EVL	1.0
SESN3	1.0
EPOR	0.76
PRKD3	0.6599999999999999
MASP1	1.0
TMOD3	1.0
FSCN1	1.0
PRM1	1.0
MRE11	0.92
C8B	1.0
DDC	1.0
ORC6	1.0
NUP37	1.0
NOL6	1.0
PTPN7	1.0
KLC4	1.0
NTRK2	0.42000000000000004
NEB	1.0
IL13RA2	0.76
ALDOC	1.0
ORC1	0.69
ORC4	1.0
LZTR1	1.0
IFNA1	0.22999999999999998
IFNGR1	0.87
RBPJL	0.95
ELK4	0.43000000000000005
OCRL	1.0
NPAT	0.92
CCN4	0.86
DCC	0.38
UCP1	0.83
PLCB2	0.74
CYP2C9	0.78
AIFM1	0.88
PTTG2	0.8200000000000001
CCNT1	0.83
TNFRSF6B	0.63
PRDX6	0.6
FGF9	1.0
PYGM	0.99
DUSP8	1.0
CREB3L3	0.22999999999999998
BCL10	0.9299999999999999
C5	1.0
LPIN1	0.65
IRF9	0.4
TRAF4	0.33999999999999997
TLR3	0.32999999999999996
TP53	1.0
PLA2G2A	0.5
TFCP2	0.6
GNAO1	1.0
CCNB2	0.6699999999999999
WASF3	0.96
MGST1	0.99
ZFP36L1	0.79
TAP1	0.77
KIF7	1.0
PPP3CC	0.6799999999999999
MAPK8IP2	1.0
SNIP1	1.0
FGF20	1.0
CAPN1	0.87
GNGT1	0.38
MATK	0.78
LAMB2	0.25
IL9R	0.76
INHBE	0.88
CIR1	1.0
CDKN2A	1.0
LLGL2	1.0
ADORA1	0.72
ABCC1	0.8200000000000001
CLDN1	1.0
PDGFRA	0.47
TNFRSF10D	0.95
FGF1	0.31999999999999995
RPP14	1.0
IL17F	0.73
POP5	1.0
RHOJ	1.0
PARD6A	0.98
SOCS4	1.0
IL24	0.9299999999999999
PGM1	0.97
RETN	0.83
HES7	1.0
TPR	0.32999999999999996
PLA2G4E	0.83
FLT3LG	1.0
GSTP1	0.31999999999999995
RAD17	0.94
IL5RA	0.76
JAK1	0.94
PLA2G4F	0.99
NR4A2	0.61
FGF11	0.28
KLF6	0.84
ERRFI1	0.72
NCF2	0.84
STAG1	1.0
CRLF2	0.76
PLA2G5	0.71
OSMR	0.76
C3AR1	0.77
APC2	0.09999999999999998
FGF22	1.0
RBL2	0.6799999999999999
PCK1	0.88
PLA2G4B	0.97
HLA-G	0.52
FAS	0.99
IL18RAP	0.5
PGF	0.31999999999999995
SOCS5	1.0
B2M	0.56
EI24	1.0
VEGFC	0.5700000000000001
CAPNS1	0.77
TFDP2	0.69
HIF1A	1.0
CX3CL1	0.79
PYGB	1.0
DUSP5	1.0
HES5	0.25
MAPK7	0.72
KMT2A	0.89
CR2	0.96
PROM1	1.0
RPP40	1.0
SIGMAR1	1.0
PIAS2	0.84
PTGER1	0.31000000000000005
MFN1	0.61
CREB3L1	0.43000000000000005
C6	1.0
MAP3K13	0.99
C8A	1.0
ACTG1	0.6599999999999999
FGF12	0.28
HUS1B	1.0
CLDN3	1.0
TNIP1	1.0
HK1	0.94
IGF2BP1	0.8200000000000001
PARD6G	1.0
PFN1	0.73
FGF8	0.64
MAML3	1.0
PRKG1	0.74
WDR36	1.0
PIM2	0.32999999999999996
RRM1	0.9299999999999999
CALM3	0.99
RTN4R	1.0
ATG10	0.91
MFN2	0.6599999999999999
TSLP	0.9
TGFA	0.64
RPP38	1.0
TNFSF4	1.0
C9	1.0
BUB3	1.0
C7	1.0
IL1RAP	0.65
FGF10	0.6799999999999999
TRAF1	0.25
HEY2	0.47
FN1	0.42000000000000004
AKT1S1	0.69
PGD	1.0
CYP2J2	1.0
PARVB	1.0
RPP25	1.0
FGF5	0.63
JUNB	0.75
STAG2	1.0
DUSP10	1.0
NRBF2	1.0
GSTA5	1.0
TNFRSF13C	0.5700000000000001
CTNND1	1.0
EGR2	0.5900000000000001
IL10RA	0.76
NDUFS1	1.0
CAPN2	0.84
ZBTB33	1.0
ATP1A3	1.0
DEK	0.78
FGF14	0.28
FLT3	0.91
DECR1	0.99
CCDC6	0.29000000000000004
FOXO6	0.69
ARHGEF11	1.0
ORC5	1.0
C8G	1.0
IL3	0.32999999999999996
DLL3	0.32999999999999996
ORC3	1.0
ATF4	0.8200000000000001
PARD6B	1.0
FGF17	0.18000000000000005
PHKB	0.9
SMC1B	1.0
PIAS3	0.95
CSPG4	1.0
MSH2	0.31000000000000005
MCM6	0.72
LEPR	0.78
SEC13	1.0
RHOT1	1.0
TRAF5	0.5900000000000001
ENDOG	1.0
BCL2L2	1.0
EGLN3	0.31999999999999995
THBS1	0.48
AIFM2	1.0
NXF2	1.0
SHISA5	1.0
IL7R	0.77
POU2F2	0.6799999999999999
LIN37	1.0
ELK1	0.52
NXT2	1.0
ATXN2	0.5800000000000001
CALCOCO2	1.0
ANGPT2	0.85
DTX1	0.9299999999999999
ARHGEF6	0.63
PARP3	1.0
INSRR	0.91
EDNRB	0.33999999999999997
FGF18	0.6
IL11RA	0.77
PPP2R5D	0.63
HLA-A	0.7
TXK	0.74
BIRC7	1.0
LMNB2	1.0
VDAC3	1.0
YWHAZ	0.89
WDR3	1.0
ATG14	1.0
KLC3	1.0
FGF3	0.18000000000000005
DUSP16	1.0
VSIG4	1.0
MCM4	0.72
GADD45G	0.37
IL1A	0.79
FGF21	0.5900000000000001
RPP21	1.0
ANLN	1.0
TIRAP	0.52
PPP2R5A	0.98
RRM2	0.9299999999999999
RAPGEF4	0.51
IL12A	0.5
RBL1	0.6599999999999999
