Gene	seed_specificity
LSM7	1.0
TRDN	1.0
FGF5	0.63
NTSR2	1.0
SOCS5	1.0
RCAN1	0.5800000000000001
TNFRSF6B	0.63
NTRK2	0.42000000000000004
DCP2	1.0
TFCP2	0.6
IGFALS	0.8200000000000001
PDE1C	0.88
UCN	0.89
ITPKA	0.98
TNFRSF9	0.65
IL16	0.71
LSM5	1.0
CHAC1	0.88
FGF12	0.28
DDIT4	1.0
EDC4	1.0
HTR2B	1.0
SSTR1	0.77
PTH1R	0.79
CNOT7	1.0
CNOT4	1.0
PLA2G4D	1.0
CRHR1	0.8200000000000001
MAPT	1.0
TMOD3	1.0
CASQ2	1.0
FGF17	0.18000000000000005
PFN1	0.73
CAPZB	1.0
PPP3CA	0.54
MCOLN2	1.0
CSRP2	1.0
THPO	0.65
IL20RA	0.84
FGF6	0.63
RETN	0.83
IL5RA	0.76
CCL26	0.6799999999999999
XRN1	1.0
CXCL16	0.53
GRP	0.89
PLA2G5	0.71
CCL7	1.0
RBL2	0.6799999999999999
RHOJ	1.0
NPY1R	0.9
IL10RA	0.76
CCL17	0.84
SGK3	0.42000000000000004
CNOT2	1.0
IL19	0.85
UCP1	0.83
CCL27	1.0
LSM3	1.0
LAMB1	0.9299999999999999
TSLP	0.9
IL23R	0.95
MCOLN1	1.0
EIF3H	0.77
IL1R2	0.45999999999999996
TNFRSF4	0.97
DRD1	0.77
GLP2R	1.0
GIPR	1.0
IL13RA2	0.76
GALR1	0.89
PATL1	1.0
CXCL2	0.5900000000000001
IL9R	0.76
RYR2	0.45999999999999996
FGF21	0.5900000000000001
IHH	0.91
PRKG1	0.74
CAMK1D	0.75
IL17RC	0.69
PGD	1.0
CRLF2	0.76
MYLK2	0.5800000000000001
LAMC1	0.98
CHRM1	0.99
CALCRL	0.89
TKT	1.0
GIGYF2	1.0
FGF3	0.18000000000000005
GH1	1.0
NPY2R	1.0
FGF10	0.6799999999999999
PPP3CB	0.92
FGF11	0.28
CCL1	1.0
PDE1A	1.0
NR4A2	0.61
LPIN1	0.65
LAMB4	0.96
SOS2	0.49
IL11RA	0.77
HTR1F	1.0
THBS1	0.48
LSM1	1.0
NKX3-2	1.0
IRF9	0.4
EDC3	1.0
GH2	0.81
PLA2G4E	0.83
FGF14	0.28
GHRHR	1.0
TNFRSF13C	0.5700000000000001
PPP3CC	0.6799999999999999
DECR1	0.99
IFNA1	0.22999999999999998
PCK1	0.88
BRS3	0.89
OSMR	0.76
PDE1B	1.0
PIM1	0.92
RAPGEF3	0.5
IL18RAP	0.5
ITPKB	1.0
EPOR	0.76
GJD2	0.96
CNOT1	1.0
MC1R	0.8
LSM6	1.0
OCRL	1.0
FSCN1	1.0
GHRH	0.89
PLA2G4B	0.97
PLA2G4F	0.99
PRDX6	0.6
LEPR	0.78
IL7R	0.77
MIF	0.83
