Gene	seed_specificity
CCDC6	0.29000000000000004
THPO	0.65
IL18RAP	0.5
FGF6	0.63
IL10RA	0.76
USP7	0.61
TRAF1	0.25
SOCS5	1.0
EDNRB	0.33999999999999997
HEY2	0.47
HLA-G	0.52
SOS2	0.49
CCL1	1.0
CD180	1.0
FGF3	0.18000000000000005
OSMR	0.76
IL17RC	0.69
TGFA	0.64
SLC18A2	1.0
NCOA4	0.32999999999999996
TNFRSF9	0.65
FGF5	0.63
EGR2	0.5900000000000001
IL1R2	0.45999999999999996
HES5	0.25
IL13RA2	0.76
VPS45	1.0
WNT6	0.31999999999999995
IRF9	0.4
IFNA1	0.22999999999999998
ESPL1	0.83
PIM2	0.32999999999999996
DTX1	0.9299999999999999
IL11RA	0.77
CREB3L3	0.22999999999999998
TPR	0.32999999999999996
IL20RA	0.84
IL16	0.71
FIP1L1	1.0
SPART	1.0
DLL3	0.32999999999999996
IFNAR1	0.71
GSTA1	0.99
TLN1	0.69
CXCL2	0.5900000000000001
E2F2	0.5
LY86	1.0
FGF17	0.18000000000000005
PARD6G	1.0
CCNB2	0.6699999999999999
CHMP6	1.0
PARD6B	1.0
FGF21	0.5900000000000001
CR2	0.96
IL19	0.85
CRLF2	0.76
TAP2	1.0
B2M	0.56
APC2	0.09999999999999998
FGF1	0.31999999999999995
AP2A2	1.0
CXCL16	0.53
ADCY3	0.63
LEPR	0.78
TSLP	0.9
VDAC1	0.89
GSTA5	1.0
MSH2	0.31000000000000005
TNFRSF4	0.97
MGST1	0.99
SLC17A7	1.0
CAMK2B	0.71
PTGER2	0.32999999999999996
EPO	0.98
MAML3	1.0
WIPF3	1.0
TNFRSF6B	0.63
ARHGEF11	1.0
GSTP1	0.31999999999999995
GADD45G	0.37
DTX2	0.99
VPS36	1.0
KIF7	1.0
PTTG2	0.8200000000000001
CCL17	0.84
CCL26	0.6799999999999999
TRAF4	0.33999999999999997
PLCB1	0.44999999999999996
IL3	0.32999999999999996
CCL7	1.0
CCL27	1.0
POLK	0.41000000000000003
VPS25	1.0
DTX3	1.0
SNX2	1.0
IL9R	0.76
PTGER1	0.31000000000000005
FN1	0.42000000000000004
HSPA2	0.6
ELK4	0.43000000000000005
SYT1	1.0
CSF2RA	0.41000000000000003
IL15	1.0
LAMB2	0.25
FGF18	0.6
CIR1	1.0
EPOR	0.76
SNX5	1.0
IL12A	0.5
PGF	0.31999999999999995
ACAP1	1.0
GNGT1	0.38
PLCB2	0.74
TRAF5	0.5900000000000001
IL5RA	0.76
PTCRA	0.95
IL7R	0.77
EGLN3	0.31999999999999995
SNX32	1.0
DCC	0.38
EEA1	0.69
