Gene	seed_specificity
TRAF5	0.5900000000000001
KIF5C	0.47
SESN1	1.0
ORC1	0.69
IL3	0.32999999999999996
FOXO6	0.69
MSH2	0.31000000000000005
NDUFS1	1.0
PTGER2	0.32999999999999996
PLCB2	0.74
EGR2	0.5900000000000001
PPP1R12B	0.45999999999999996
NXF2	1.0
CCNB2	0.6699999999999999
TPR	0.32999999999999996
CREB3L1	0.43000000000000005
ELK1	0.52
DLL3	0.32999999999999996
NXT2	1.0
FGF21	0.5900000000000001
NRBF2	1.0
FGF18	0.6
NCOA4	0.32999999999999996
GNGT1	0.38
ARHGEF11	1.0
CSNK2B	0.52
PIM2	0.32999999999999996
BAK1	0.6599999999999999
CSF2RA	0.41000000000000003
ORC3	1.0
FGF1	0.31999999999999995
CCDC6	0.29000000000000004
EGLN3	0.31999999999999995
KLC3	1.0
ORC6	1.0
ATG14	1.0
DUSP2	0.53
PIAS2	0.84
WNT6	0.31999999999999995
PTGER1	0.31000000000000005
DCC	0.38
ORC5	1.0
GADD45G	0.37
PTTG2	0.8200000000000001
SIK1	0.84
FGF5	0.63
TRAF4	0.33999999999999997
PLA2G5	0.71
MGST1	0.99
VEGFC	0.5700000000000001
ERRFI1	0.72
POLK	0.41000000000000003
EDNRB	0.33999999999999997
ELK4	0.43000000000000005
KLC4	1.0
RCAN1	0.5800000000000001
USP7	0.61
PDGFRA	0.47
PLCB1	0.44999999999999996
RBL1	0.6599999999999999
KLF6	0.84
TFDP2	0.69
CCN4	0.86
GSTP1	0.31999999999999995
GSTA1	0.99
PGF	0.31999999999999995
ATXN2	0.5800000000000001
GSTA5	1.0
RBL2	0.6799999999999999
