Gene	seed_specificity
KIF5C	0.47
RGS5	1.0
SCIN	1.0
PSMD8	0.5700000000000001
POLD3	0.8
EGR2	0.5900000000000001
NEFM	1.0
EEF2	0.79
MRE11	0.92
NXF2	1.0
CTSS	0.76
MYLK3	0.89
ADRM1	0.5800000000000001
POLI	1.0
NXT2	1.0
RFXANK	0.76
MYL6	1.0
KLC2	0.56
RYR2	0.45999999999999996
SSTR1	0.77
PPID	1.0
EIF4E2	0.97
DOCK2	0.71
G6PC2	1.0
RMI2	1.0
GSK3B	0.84
RAD52	0.84
NTHL1	1.0
PNKP	1.0
GUCY1B1	1.0
RNF20	1.0
SRGAP2	1.0
PRR5	1.0
CAB39	1.0
EPHB4	1.0
SEMA3A	1.0
BRCA2	0.89
MLKL	1.0
LIN54	1.0
WDR59	1.0
NDUFV1	1.0
KLF6	0.84
NPPC	0.9
MYLK	0.97
IQGAP2	1.0
RBL2	0.6799999999999999
POLL	1.0
TNIP1	1.0
ZFP36L1	0.79
CD209	0.84
NXT1	1.0
UBE2T	0.9299999999999999
DPYSL2	0.71
CXCL16	0.53
NDUFB2	1.0
MAP2K2	0.79
FOXO6	0.69
ROCK1	0.91
FOXO4	0.9299999999999999
SLC6A3	0.74
VDAC3	1.0
GLUD1	1.0
PPP3CC	0.6799999999999999
CCR3	0.85
CXCL2	0.5900000000000001
FSCN1	1.0
AKT1S1	0.69
FANCG	0.84
TNFRSF13C	0.5700000000000001
HLA-A	0.7
EFNB2	0.79
CCL1	1.0
ACAP1	1.0
MFN2	0.6599999999999999
IL17RC	0.69
CYP24A1	0.83
TKT	1.0
CLDN2	0.6599999999999999
ATXN3	0.63
STRADA	1.0
NUDT16L1	1.0
IL17F	0.73
IRF9	0.4
ADORA1	0.72
CCL7	1.0
PFN4	1.0
SNX2	1.0
SHC4	0.81
TNFRSF9	0.65
TCF7L1	0.75
SNX5	1.0
NTRK2	0.42000000000000004
EEA1	0.69
PIP4K2B	0.75
GABBR2	0.83
CCL20	0.7
MX1	0.73
LIMK1	0.79
LIG4	1.0
AIFM2	1.0
APEX2	1.0
PGD	1.0
TMOD3	1.0
SESN3	1.0
PPP1R1A	0.98
LIN37	1.0
MYL6B	0.89
RGS10	1.0
CRHR1	0.8200000000000001
DEPTOR	0.76
PDE10A	1.0
CCNB2	0.6699999999999999
SEPTIN5	1.0
ATP5PO	1.0
THPO	0.65
RICTOR	1.0
OCRL	1.0
NRBF2	1.0
MBD4	1.0
CXCL9	0.85
L1CAM	0.83
C9orf72	1.0
TIRAP	0.52
IQGAP3	1.0
WASF1	0.6699999999999999
EIF4EBP2	1.0
GRIN1	0.6699999999999999
SNCAIP	0.61
KCNMA1	0.94
SIK1	0.84
PLA2G5	0.71
RASA2	1.0
GRIP1	0.94
SLC7A1	0.9299999999999999
RRAGB	1.0
FGD1	1.0
NPY1R	0.9
PFN2	1.0
USP7	0.61
EPHB6	1.0
CSNK1A1L	0.7
CCL4	0.75
IL18RAP	0.5
CAPN2	0.84
HEY2	0.47
RIF1	0.99
TFCP2	0.6
ITPR2	1.0
TSLP	0.9
PSMB1	0.5800000000000001
DECR1	0.99
CREBBP	0.8200000000000001
FGD3	1.0
CACNA1S	0.75
ERCC6	0.83
PLXNA4	0.8200000000000001
GCLM	1.0
DCLRE1C	0.8200000000000001
CCL27	1.0
GIPR	1.0
CREB3L1	0.43000000000000005
PTH1R	0.79
SIGMAR1	1.0
ATMIN	1.0
EME1	1.0
RHOJ	1.0
REV1	1.0
CSNK2B	0.52
KLC3	1.0
TNFRSF6B	0.63
RFXAP	1.0
E2F2	0.5
ATG14	1.0
CSRP2	1.0
NPR2	0.94
CDKN2D	0.94
NCF2	0.84
CYP2J2	1.0
PIAS2	0.84
CYC1	1.0
ACTN4	0.43999999999999995
RRAGA	1.0
HUS1B	1.0
KIF5A	1.0
PIP4K2C	0.95
POLD2	0.99
GPR182	0.92
CAPNS1	0.77
MFN1	0.61
PLXNA2	0.8200000000000001
MIOS	1.0
PRDX6	0.6
PAK6	0.87
SNX32	1.0
CAMK1G	0.9299999999999999
ELMO1	0.75
ATP2A3	0.75
KLC4	1.0
JUNB	0.75
RCAN1	0.5800000000000001
MSH3	1.0
LPIN1	0.65
FAN1	1.0
RAMP2	0.92
NDUFV2	1.0
TNFRSF4	0.97
PALB2	1.0
GLUL	1.0
ATXN2	0.5800000000000001
RAD17	0.94
RGS18	1.0
PFN3	1.0
RGS20	1.0
