Gene	seed_specificity
AIFM2	1.0
NXT1	1.0
PAK5	0.6
SESN1	1.0
ORC1	0.69
CXCL16	0.53
DCLRE1C	0.8200000000000001
TXK	0.74
POLD3	0.8
NXF2	1.0
DEK	0.78
CCNB2	0.6699999999999999
PPP2R5D	0.63
TBC1D4	0.69
PLA2G2A	0.5
NXT2	1.0
MCM4	0.72
NRBF2	1.0
ORC4	1.0
TNFRSF13C	0.5700000000000001
PARVB	1.0
BAK1	0.6599999999999999
ARPC5L	0.72
ABCC1	0.8200000000000001
ORC3	1.0
EFNB2	0.79
ORC6	1.0
WASF1	0.6699999999999999
PIAS2	0.84
IL12B	0.75
ORC5	1.0
DDIT4	1.0
CLDN2	0.6599999999999999
POLD2	0.99
SIK1	0.84
FGF5	0.63
STAG2	1.0
CLDN1	1.0
STRADA	1.0
SRGAP2	1.0
CAB39	1.0
ERRFI1	0.72
EPHB4	1.0
MCM6	0.72
EPHB6	1.0
RBL1	0.6599999999999999
KLF6	0.84
LLGL2	1.0
IL18RAP	0.5
IL12A	0.5
BUB3	1.0
TFDP2	0.69
AHRR	1.0
HEY2	0.47
SMC1B	1.0
LIMK1	0.79
CCN4	0.86
PRM1	1.0
MX1	0.73
HES7	1.0
ATXN2	0.5800000000000001
RBL2	0.6799999999999999
MAML3	1.0
B2M	0.56
STAG1	1.0
ULBP2	1.0
