Gene	seed_specificity
POLL	1.0
ACTN4	0.43999999999999995
PATJ	1.0
FGD1	1.0
PLCG2	0.9
TRAF1	0.25
EDNRB	0.33999999999999997
ACSL1	0.98
ADCY3	0.63
LLGL2	1.0
CCNB2	0.6699999999999999
CXCL16	0.53
GEMIN4	1.0
USP7	0.61
NRBF2	1.0
SEPTIN5	1.0
C7	1.0
FAN1	1.0
ACP5	0.92
PELI3	1.0
GRIA1	0.94
GPR119	1.0
MFN1	0.61
C9orf72	1.0
GSTA1	0.99
BCL2A1	0.86
CSTF3	1.0
REV1	1.0
CHUK	0.97
MAP4K2	0.97
EIF1B	1.0
PLA2G4E	0.83
PRPF4	1.0
GSTA5	1.0
SDHAF2	1.0
FGF17	0.18000000000000005
HDC	0.8200000000000001
IL17F	0.73
PSMB1	0.5800000000000001
AKAP9	1.0
SNRPA1	1.0
CACNA1C	0.69
ARHGEF6	0.63
NCOA4	0.32999999999999996
FGF14	0.28
CFH	1.0
SRSF5	1.0
BMP6	0.84
POLH	1.0
IQGAP3	1.0
GLE1	1.0
DUSP2	0.53
VSIG4	1.0
SPEN	1.0
WASF1	0.6699999999999999
PFN4	1.0
KREMEN1	1.0
PLA2G4D	1.0
BRK1	0.6799999999999999
CREB3L1	0.43000000000000005
ORC5	1.0
APC2	0.09999999999999998
FANCB	1.0
TNIP1	1.0
RFC5	0.96
CYFIP2	0.76
FGF1	0.31999999999999995
PPP2R2A	0.87
HES5	0.25
PIP4K2B	0.75
GNGT1	0.38
DPYSL2	0.71
DUSP10	1.0
HLA-F	1.0
PARD6A	0.98
GLUL	1.0
NXT1	1.0
IQGAP2	1.0
CACNA1S	0.75
PELI2	1.0
KLC3	1.0
IL13	0.97
CTSK	0.8200000000000001
IL17D	0.92
CSF2RA	0.41000000000000003
XPOT	1.0
PHF5A	1.0
IL3	0.32999999999999996
FGF21	0.5900000000000001
PSMD8	0.5700000000000001
ORC6	1.0
ABRAXAS1	1.0
EGR2	0.5900000000000001
PLA2G4F	0.99
MGST1	0.99
CDK7	0.56
GRIN1	0.6699999999999999
PTGER2	0.32999999999999996
TCF7L1	0.75
HSPA2	0.6
PIK3AP1	0.9
FGD3	1.0
SCIN	1.0
ELK4	0.43000000000000005
ADRM1	0.5800000000000001
TLE4	0.8
CLDN1	1.0
MAPK10	0.69
C8G	1.0
KIDINS220	0.85
PARD6B	1.0
MALT1	1.0
CSNK2A1	0.86
PAK6	0.87
PRKCQ	0.95
TNPO2	1.0
REL	0.91
CSNK2B	0.52
SF3B5	1.0
SRSF7	1.0
SNRPB2	1.0
PFN3	1.0
UPF2	1.0
NXF1	1.0
WNT6	0.31999999999999995
KLC2	0.56
PIP4K2C	0.95
DEK	0.78
HES7	1.0
MSH3	1.0
CREB3L3	0.22999999999999998
NUP54	1.0
TNFRSF6B	0.63
CARD9	0.74
POLD3	0.8
NEFM	1.0
ERCC4	0.89
RAPGEF4	0.51
CPSF7	1.0
BATF2	1.0
PDGFRA	0.47
IL1RAP	0.65
GADD45G	0.37
FGF8	0.64
DCC	0.38
MRE11	0.92
KCNA3	1.0
ATP5PO	1.0
NMD3	1.0
ATG14	1.0
BCL2L2	1.0
PALB2	1.0
FOXO6	0.69
POU2F2	0.6799999999999999
IFNA1	0.22999999999999998
POLK	0.41000000000000003
ACTR3	0.79
DLL3	0.32999999999999996
GSTP1	0.31999999999999995
EGLN3	0.31999999999999995
VEGFC	0.5700000000000001
RAD52	0.84
GNG12	1.0
MYL12A	0.64
MYL5	0.98
RBM5	1.0
PGF	0.31999999999999995
PTPN7	1.0
DOT1L	1.0
HSPB8	0.92
TAP1	0.77
CCN4	0.86
KIF7	1.0
C5	1.0
SEC13	1.0
FANCG	0.84
KIF5A	1.0
C8A	1.0
CYP21A2	1.0
PTTG2	0.8200000000000001
CSNK1D	1.0
MYL12B	0.64
DOCK2	0.71
PTPN13	1.0
HLA-G	0.52
PRM1	1.0
GIT1	0.77
POMC	1.0
LIG4	1.0
ARHGEF28	1.0
CYC1	1.0
MAP3K12	0.6
INHBE	0.88
PRKAB2	0.96
E2F2	0.5
CD72	1.0
C6	1.0
MSH2	0.31000000000000005
CFL1	0.9
NDUFB2	1.0
BAK1	0.6599999999999999
POLD1	1.0
PPP1R12B	0.45999999999999996
SIGMAR1	1.0
ATP6V0E1	1.0
RAC3	1.0
PDLIM4	1.0
PFN2	1.0
EEF2	0.79
NXT2	1.0
LCN2	0.97
ERCC6	0.83
B2M	0.56
SRSF3	1.0
FZD9	0.8
NUDT21	1.0
HEY2	0.47
SOS2	0.49
CCL20	0.7
DUSP5	1.0
APEX2	1.0
MAML3	1.0
ARPC5L	0.72
CAPN1	0.87
NDUFS1	1.0
ELMO1	0.75
G6PC2	1.0
IRF9	0.4
C5AR2	1.0
C3AR1	0.77
TLR3	0.32999999999999996
FRS3	0.81
TAP2	1.0
LMNB2	1.0
MAP3K2	1.0
TNFRSF11A	0.91
IL18RAP	0.5
PARP3	1.0
WDR33	1.0
COPB2	1.0
SLC6A3	0.74
NXF2	1.0
TF	0.91
DDIT4	1.0
SARM1	1.0
RBL2	0.6799999999999999
TNFRSF13C	0.5700000000000001
SMG7	1.0
C8B	1.0
BLK	1.0
MYLK2	0.5800000000000001
PPP2R5D	0.63
MYL7	0.9299999999999999
DUSP16	1.0
PIM2	0.32999999999999996
C9	1.0
FAAP100	1.0
MAP2K2	0.79
IL1A	0.79
TLN1	0.69
IFNGR1	0.87
SRSF6	1.0
