Gene	seed_specificity
POLL	1.0
CSNK1A1L	0.7
FGF18	0.6
SYF2	1.0
POLI	1.0
ERCC6	0.83
SF3B5	1.0
SNRPB2	1.0
GSTA5	1.0
FGF17	0.18000000000000005
PPIL1	1.0
NPAT	0.92
RAD52	0.84
POLD2	0.99
CWC15	1.0
SNRPA1	1.0
DDX46	1.0
TFDP2	0.69
PHF5A	1.0
PPIE	1.0
SF3B3	1.0
ORC3	1.0
APEX2	1.0
ANLN	1.0
FARP2	1.0
NTHL1	1.0
MBD4	1.0
ORC1	0.69
FGF21	0.5900000000000001
RRM1	0.9299999999999999
MSH3	1.0
FAAP100	1.0
SRSF9	1.0
FANCG	0.84
ORC6	1.0
POLH	1.0
ISY1	1.0
CDK7	0.56
PLRG1	1.0
POLD3	0.8
MGST1	0.99
SF3A3	1.0
FAN1	1.0
LIG4	1.0
CHERP	1.0
ERCC4	0.89
RAPGEF4	0.51
E2F2	0.5
DCLRE1C	0.8200000000000001
PARD6G	1.0
LSM7	1.0
RFC4	0.96
PRKD3	0.6599999999999999
GSTA1	0.99
CR1	0.98
FPR1	1.0
HNRNPM	1.0
ORC5	1.0
RIMS2	1.0
EVL	1.0
FANCB	1.0
AQR	1.0
APC2	0.09999999999999998
REV1	1.0
RRM2	0.9299999999999999
PARD6B	1.0
RFC5	0.96
SMARCA4	1.0
CCDC6	0.29000000000000004
PALB2	1.0
RAPGEF3	0.5
FANCM	0.84
FGF3	0.18000000000000005
PNKP	1.0
