Gene	seed_specificity
ELK1	0.52
PELI3	1.0
JUNB	0.75
HUS1B	1.0
ULBP2	1.0
DUOXA2	1.0
KLF6	0.84
RBPJL	0.95
WIPF3	1.0
PLA2G10	0.98
TMPRSS6	1.0
STAM	0.9
RNF125	1.0
PLA2G2C	0.98
REST	1.0
CCN4	0.86
CLEC4G	0.9299999999999999
PGD	1.0
YWHAZ	0.89
FGF5	0.63
DRD3	1.0
TLE4	0.8
KMT2A	0.89
HMGCR	0.89
HNRNPA3	1.0
PPID	1.0
PPP2R5D	0.63
ADGRB1	1.0
CPB2	1.0
MEFV	0.6699999999999999
USP7	0.61
CTSL	0.76
CASP5	0.77
APPL1	1.0
SHISA5	1.0
PEX7	1.0
HLA-A	0.7
VCL	0.78
YAP1	1.0
DLL3	0.32999999999999996
CCL4	0.75
PAK5	0.6
EPS15L1	1.0
GPRIN1	1.0
DUSP10	1.0
THBS1	0.48
LIN54	1.0
TRAF5	0.5900000000000001
CCNT1	0.83
EDNRB	0.33999999999999997
C7	1.0
NR4A2	0.61
ANLN	1.0
VPS41	1.0
TAP2	1.0
ARHGEF11	1.0
TEAD2	1.0
YWHAE	0.97
IL3	0.32999999999999996
MTF2	0.9299999999999999
SLC25A5	0.88
PLA2G3	1.0
CARD9	0.74
TLN1	0.69
STRADA	1.0
SNIP1	1.0
CAPN1	0.87
PARP3	1.0
SYNGAP1	1.0
SRGAP2	1.0
WDR18	1.0
GSTA1	0.99
MCM6	0.72
MTA2	1.0
NAMPT	0.81
PTPN7	1.0
SIK1	0.84
FGF17	0.18000000000000005
PAG1	1.0
FZD9	0.8
CARD8	0.77
EPS15	0.8200000000000001
TKT	1.0
RBFOX1	1.0
STAG1	1.0
NXF2	1.0
KLKB1	0.91
PPP3CA	0.54
PTGER1	0.31000000000000005
PARD6G	1.0
WBP11	1.0
HES7	1.0
CAPNS1	0.77
PGF	0.31999999999999995
TMOD3	1.0
CCNB2	0.6699999999999999
PPP1R12B	0.45999999999999996
GADD45G	0.37
ABCC1	0.8200000000000001
FOXO4	0.9299999999999999
MGST1	0.99
SESN1	1.0
VDAC3	1.0
HEY2	0.47
PLXNA1	0.8
FGF18	0.6
PLA2G4F	0.99
ECI2	1.0
HSPB8	0.92
MAPK8IP2	1.0
DEFA5	1.0
GSDMD	0.64
SAMHD1	1.0
RCAN1	0.5800000000000001
WNT6	0.31999999999999995
FGF11	0.28
LIN37	1.0
GSE1	1.0
NCF2	0.84
CCDC6	0.29000000000000004
F13B	1.0
TTN	1.0
PLA2G4E	0.83
ERRFI1	0.72
TP53	1.0
CAB39	1.0
IL1A	0.79
MAML3	1.0
HLA-G	0.52
TIRAP	0.52
MTA3	0.98
PDGFRA	0.47
CDK7	0.56
ZMYM2	1.0
PIAS2	0.84
