Gene	seed_specificity
KLF6	0.84
LMNB2	1.0
IL18RAP	0.5
RRM2	0.9299999999999999
FGF6	0.63
USP7	0.61
BUB3	1.0
AIFM2	1.0
TRAF1	0.25
MEFV	0.6699999999999999
ATXN2	0.5800000000000001
ADIPOR1	0.89
HLA-G	0.52
ABCC1	0.8200000000000001
BCL2A1	0.86
CARD9	0.74
FLT3	0.91
FGF14	0.28
NXF2	1.0
TNIP1	1.0
PLA2G4F	0.99
FOXO6	0.69
ANLN	1.0
CHAC1	0.88
DUSP8	1.0
FGF5	0.63
ORC4	1.0
EGR2	0.5900000000000001
MFN1	0.61
YWHAE	0.97
PPP2R5D	0.63
TCF7L1	0.75
WNT6	0.31999999999999995
ZMAT3	1.0
IRF9	0.4
IFNA1	0.22999999999999998
AIMP1	1.0
CLDN3	1.0
MAPK10	0.69
SGK3	0.42000000000000004
PAK6	0.87
MFN2	0.6599999999999999
PPID	1.0
DDIT4	1.0
ARHGEF6	0.63
ERRFI1	0.72
GSTA1	0.99
CASP5	0.77
RASGRP2	1.0
BAK1	0.6599999999999999
TLN1	0.69
PLA2G4E	0.83
CX3CL1	0.79
CXCL2	0.5900000000000001
PRM1	1.0
MGA	1.0
PARD6G	1.0
STAG1	1.0
PARD6B	1.0
FGF21	0.5900000000000001
TNFRSF10C	1.0
TAP2	1.0
NUP54	1.0
B2M	0.56
DEFA5	1.0
FGF1	0.31999999999999995
TNFRSF13C	0.5700000000000001
CXCL16	0.53
MTA3	0.98
PSMD8	0.5700000000000001
CAB39	1.0
TLE4	0.8
SEC13	1.0
GSTA5	1.0
FGF12	0.28
RAD17	0.94
MSH2	0.31000000000000005
PPP2R5A	0.98
PTPN7	1.0
SNIP1	1.0
GNG3	1.0
ORC3	1.0
RBPJL	0.95
AIFM1	0.88
DUSP16	1.0
GADD45G	0.37
ATG14	1.0
RRM1	0.9299999999999999
MCM4	0.72
PTTG2	0.8200000000000001
YWHAZ	0.89
TRAF4	0.33999999999999997
ATP6V0E1	1.0
MAP3K12	0.6
PLA2G2A	0.5
KMT2A	0.89
JUNB	0.75
DEK	0.78
PROM1	1.0
HLA-A	0.7
PDPK1	0.85
SESN1	1.0
PTGER1	0.31000000000000005
FN1	0.42000000000000004
CSF2RA	0.41000000000000003
HK1	0.94
CTSL	0.76
VEGFC	0.5700000000000001
RHOT1	1.0
ADRM1	0.5800000000000001
BCL2L2	1.0
EEF2	0.79
FGF18	0.6
CIR1	1.0
MCM6	0.72
INSRR	0.91
IL12A	0.5
FZD9	0.8
PGF	0.31999999999999995
ORC5	1.0
PATJ	1.0
IGF2BP1	0.8200000000000001
RNF144B	1.0
TRAF5	0.5900000000000001
PLCB2	0.74
PPP1R12B	0.45999999999999996
ADORA1	0.72
RCAN1	0.5800000000000001
POU2F2	0.6799999999999999
RTN4R	1.0
CCNG1	1.0
ULBP2	1.0
CCDC6	0.29000000000000004
TIGAR	1.0
EDNRB	0.33999999999999997
HEY2	0.47
PPP3CA	0.54
CCN4	0.86
RASA2	1.0
SMC1B	1.0
SIK1	0.84
SCARB1	0.81
DUSP10	1.0
HUS1B	1.0
FGF3	0.18000000000000005
MAPK8IP2	1.0
HMGCR	0.89
DUSP6	0.95
NDUFS1	1.0
RBL2	0.6799999999999999
CSF2	0.96
ZFP36L1	0.79
CCNB3	1.0
FGF11	0.28
STAG2	1.0
NCOA4	0.32999999999999996
GRIN1	0.6699999999999999
PLA2G5	0.71
EI24	1.0
ATF4	0.8200000000000001
NUP37	1.0
HES5	0.25
NXT2	1.0
ADGRB1	1.0
KLC4	1.0
PARP3	1.0
PIM2	0.32999999999999996
TP53	1.0
NLRP2	0.96
GPX3	1.0
ULK1	0.99
PRKAG3	0.98
CAPNS1	0.77
CREB3L3	0.22999999999999998
NTRK2	0.42000000000000004
ORC1	0.69
TPR	0.32999999999999996
TLR3	0.32999999999999996
NLRP1	1.0
LLGL2	1.0
KIF5C	0.47
DLL3	0.32999999999999996
MATK	0.78
FGF10	0.6799999999999999
MAPK7	0.72
TNC	0.95
STRADA	1.0
PSMB1	0.5800000000000001
FGF17	0.18000000000000005
CCNB2	0.6699999999999999
PPP3CC	0.6799999999999999
APC2	0.09999999999999998
TFDP2	0.69
DUSP5	1.0
TBC1D4	0.69
CCNA2	0.99
MAZ	0.94
CAPN1	0.87
GSDMD	0.64
KLC3	1.0
PRKAA2	0.83
TIRAP	0.52
IL1A	0.79
MGST1	0.99
SHISA5	1.0
ACACB	0.86
PTGER2	0.32999999999999996
ABL2	0.91
MAML3	1.0
TNFRSF6B	0.63
NRBF2	1.0
ARHGEF11	1.0
MPO	0.92
GSTP1	0.31999999999999995
CDK7	0.56
PLA2G4D	1.0
NAMPT	0.81
ZBTB33	1.0
RBL1	0.6599999999999999
THBS1	0.48
CLDN2	0.6599999999999999
KIF7	1.0
ENDOG	1.0
ATG10	0.91
PDGFRA	0.47
VDAC3	1.0
APPL1	1.0
IL3	0.32999999999999996
CREB3L1	0.43000000000000005
TNFRSF10D	0.95
NUDT16L1	1.0
PAK5	0.6
ORC6	1.0
HES7	1.0
CSPG4	1.0
MRE11	0.92
DUSP2	0.53
ELK4	0.43000000000000005
CAMK1D	0.75
LIN54	1.0
CARD8	0.77
NPAT	0.92
SESN3	1.0
LAMB2	0.25
PIAS2	0.84
GNGT1	0.38
ADIPOR2	0.8
LIN37	1.0
CYP2J2	1.0
TAP1	0.77
EGLN3	0.31999999999999995
SLC6A3	0.74
AKT1S1	0.69
CALCOCO2	1.0
DCC	0.38
