Gene	seed_specificity
PLA2G2C	0.98
CYP1A2	1.0
INSIG1	0.96
PLA2G12A	0.99
NCF2	0.84
PPP3CA	0.54
RPS6KA1	0.83
PHKG2	1.0
PRKAG2	0.98
F11	0.92
STX16	1.0
HMGCR	0.89
PIK3C2A	0.6699999999999999
FGF20	1.0
PARD6A	0.98
ELMO1	0.75
EXOC7	0.78
NFKBIB	0.8200000000000001
PLPP1	0.77
ARPC5L	0.72
PPP1R3A	1.0
PARD6B	1.0
CCL20	0.7
PHKA1	0.92
SARM1	1.0
BDKRB2	0.97
PRM1	1.0
CALML3	0.9
MGST1	0.99
YWHAE	0.97
SHC2	0.96
INHBE	0.88
PIK3CA	1.0
SMC1B	1.0
PRKCQ	0.95
CYP2J2	1.0
CFB	0.98
ARPC4	0.79
TLR3	0.32999999999999996
L1CAM	0.83
FXYD1	1.0
ADRM1	0.5800000000000001
C6	1.0
EIF4E1B	1.0
MCM4	0.72
STAT5B	0.99
FOXO4	0.9299999999999999
MVD	0.96
CLDN2	0.6599999999999999
GSTP1	0.31999999999999995
IL11RA	0.77
VAMP8	1.0
WASL	0.94
FGD3	1.0
C7	1.0
PLA2G12B	0.98
GHRHR	1.0
RRAGB	1.0
RRM2	0.9299999999999999
LY96	0.9
DDIT4	1.0
PLA2G10	0.98
CD72	1.0
TBL1X	1.0
SOCS5	1.0
DCC	0.38
WASF3	0.96
PLXNA1	0.8
ACADM	0.83
CPEB1	0.98
CD36	0.85
ARHGEF28	1.0
MLXIP	1.0
PRLR	0.9299999999999999
PRDX6	0.6
SQLE	1.0
TFCP2	0.6
MATK	0.78
SLC27A1	0.76
DGKD	1.0
CYP2C9	0.78
SCARB1	0.81
DUSP16	1.0
LAMB2	0.25
GP1BB	0.85
RBPJL	0.95
KCNJ12	1.0
GH2	0.81
PYGB	1.0
TXK	0.74
ANLN	1.0
F7	0.92
PLXNA2	0.8200000000000001
FHOD1	0.8
PIP4K2B	0.75
EPS15L1	1.0
ORC6	1.0
JAK1	0.94
WIPF3	1.0
AP2B1	1.0
BCL2A1	0.86
MYL6B	0.89
ADORA1	0.72
TLE4	0.8
KLC3	1.0
MALT1	1.0
DUSP6	0.95
IQGAP3	1.0
COL3A1	0.72
ABCC4	1.0
PPP3CC	0.6799999999999999
SH2B2	0.9299999999999999
UGT1A1	0.83
INSRR	0.91
ATXN1	0.97
DEK	0.78
STAG2	1.0
HES7	1.0
AKT1S1	0.69
FGF3	0.18000000000000005
TIAM1	0.95
PYGM	0.99
MPO	0.92
FCGR3B	1.0
BET1	1.0
FARP2	1.0
PLCE1	0.88
TRAF2	0.97
WNT6	0.31999999999999995
PLA2G5	0.71
FGF14	0.28
PIM2	0.32999999999999996
IL5RA	0.76
CALML6	0.91
HUS1B	1.0
ORC3	1.0
ANGPT2	0.85
HDC	0.8200000000000001
BEX3	1.0
IGFALS	0.8200000000000001
USP7	0.61
FGF8	0.64
MEFV	0.6699999999999999
GSK3B	0.84
ACE2	0.8
TMOD3	1.0
WEE1	1.0
ENDOG	1.0
ARHGEF6	0.63
IL2RB	0.92
PIK3IP1	0.64
ITPR3	1.0
CIR1	1.0
CYFIP2	0.76
STAM	0.9
CYP2C19	1.0
CCL4	0.75
CD1C	1.0
PGK2	1.0
FOXO6	0.69
ATG14	1.0
TBC1D1	1.0
PPP2R5D	0.63
NR1I3	0.86
IFNA1	0.22999999999999998
CSF1	0.98
PPP2R2A	0.87
EPHB6	1.0
SESN1	1.0
CAPN2	0.84
RGL2	1.0
TNIP1	1.0
FGF18	0.6
ATG10	0.91
PLA2G2F	0.99
PRKD3	0.6599999999999999
KIF7	1.0
UGT1A9	0.83
FTH1	0.83
PHKB	0.9
PPARA	1.0
HLA-A	0.7
SSTR1	0.77
PIAS3	0.95
PARD6G	1.0
FZD9	0.8
