Gene	seed_specificity
PLA2G2C	0.98
VPS36	1.0
CYP1A2	1.0
BRCA2	0.89
PLA2G12A	0.99
RAP1A	1.0
CDH1	1.0
NCF2	0.84
GRIA4	0.86
CPT2	0.87
RPS6KA1	0.83
F11	0.92
STX16	1.0
CTNNA1	1.0
DUSP8	1.0
TAF2	1.0
C8A	1.0
HMGCR	0.89
TGFBR2	1.0
SYNE1	1.0
DDC	1.0
ELMO1	0.75
ATXN2	0.5800000000000001
CXCL2	0.5900000000000001
NFKBIB	0.8200000000000001
IL1RN	0.9299999999999999
ARPC5L	0.72
PLPP1	0.77
PARD6B	1.0
CCL20	0.7
TNFRSF9	0.65
GEMIN4	1.0
SFTPA2	0.92
POM121	1.0
BDKRB2	0.97
SEC13	1.0
WDR33	1.0
MGST1	0.99
SNRPA1	1.0
UGT1A4	1.0
SMC1B	1.0
CYP2J2	1.0
CFB	0.98
RBM5	1.0
ABI1	0.94
PRKCE	0.96
RBM28	1.0
NUP37	1.0
IL1RAP	0.65
EPHA4	1.0
TLR3	0.32999999999999996
POLD3	0.8
POLR2B	0.99
ADRM1	0.5800000000000001
C6	1.0
MCM4	0.72
PRKN	0.87
ARPC2	0.9
CCL1	1.0
SMARCA1	0.83
PNPLA6	1.0
CLDN2	0.6599999999999999
NR2F1	1.0
GSTP1	0.31999999999999995
IL11RA	0.77
SF3A3	1.0
VAMP8	1.0
HLA-B	0.91
PPP1R1A	0.98
SMAD6	0.99
DCT	0.8200000000000001
ZBTB33	1.0
FGD3	1.0
C7	1.0
PLA2G12B	0.98
RELN	1.0
RRAGB	1.0
CES1	0.87
DDIT4	1.0
TOP2A	1.0
SRSF8	1.0
PLA2G10	0.98
BRCA1	1.0
SOCS5	1.0
DCC	0.38
IL18RAP	0.5
PDS5B	1.0
HGF	1.0
IFNAR1	0.71
ACADM	0.83
ARHGEF28	1.0
PRLR	0.9299999999999999
PRDX6	0.6
GCM2	1.0
IL12B	0.75
TFCP2	0.6
UGT1A6	0.87
DTX3	1.0
PDGFD	1.0
TRPV5	1.0
SH3KBP1	0.8200000000000001
CYTH4	0.79
PTH1R	0.79
RPS6KA5	0.96
WDR36	1.0
CYP2C9	0.78
SCD	0.9
DUSP16	1.0
KLF13	0.99
LAMB2	0.25
UGT2B7	0.87
ARAP2	1.0
MSH3	1.0
APC	1.0
NUP98	1.0
TNNI2	1.0
XPOT	1.0
ADCY3	0.63
ADAMTS5	1.0
TXK	0.74
HNRNPM	1.0
ANLN	1.0
F7	0.92
PLXNA2	0.8200000000000001
POLK	0.41000000000000003
FHOD1	0.8
PIP4K2B	0.75
EPS15L1	1.0
ORC6	1.0
JAK1	0.94
WIPF3	1.0
AP2B1	1.0
SSRP1	1.0
ADORA1	0.72
DBI	0.99
TLE4	0.8
KLC3	1.0
ERCC6	0.83
MALT1	1.0
ADAM12	1.0
TAF13	1.0
DTX2	0.99
IQGAP3	1.0
DHX8	1.0
ULBP2	1.0
COL3A1	0.72
ABCC4	1.0
GRIN2A	0.89
NPHP4	1.0
CTSS	0.76
KAT2B	1.0
MBD4	1.0
UGT1A1	0.83
ATXN1	0.97
DEK	0.78
STAG2	1.0
SYNE2	1.0
AKT1S1	0.69
PARP9	1.0
COG3	1.0
FGF3	0.18000000000000005
EME1	1.0
TNKS	1.0
RMI2	1.0
SF3B5	1.0
BET1	1.0
WNT6	0.31999999999999995
PLA2G5	0.71
FGF14	0.28
PIM2	0.32999999999999996
IL5RA	0.76
HUS1B	1.0
ORC3	1.0
NGDN	1.0
USP7	0.61
FGF8	0.64
HTR2B	1.0
GSK3B	0.84
NMD3	1.0
TMOD3	1.0
ARHGEF6	0.63
COG7	1.0
IL2RB	0.92
SRRT	1.0
MET	1.0
CWC15	1.0
CEP192	1.0
COG6	1.0
NUP54	1.0
SYF2	1.0
GNG12	1.0
ELP2	1.0
CIR1	1.0
CYFIP2	0.76
TBL3	1.0
STAM	0.9
CYP2C19	1.0
CD1C	1.0
NOL10	1.0
SYT11	1.0
ROBO1	1.0
ATG14	1.0
FOXO6	0.69
PSIP1	1.0
IFNA1	0.22999999999999998
PLD1	1.0
KAT8	1.0
UBR4	1.0
EPHB6	1.0
DMD	1.0
ZNF318	1.0
SESN1	1.0
CAPN2	0.84
