Gene	seed_specificity
FGD1	1.0
RBM10	1.0
GCLM	1.0
RAPGEF3	0.5
PYGM	0.99
SCAF8	1.0
NR1I3	0.86
HUS1B	1.0
KLF6	0.84
RIF1	0.99
CCN4	0.86
AKT1S1	0.69
CLEC4G	0.9299999999999999
MATK	0.78
SFI1	1.0
YWHAZ	0.89
TLE4	0.8
KMT2A	0.89
TSLP	0.9
APEX2	1.0
PPP2R5D	0.63
UGT1A6	0.87
RAD52	0.84
USP7	0.61
IL7R	0.77
IL10RA	0.76
SRSF3	1.0
SNRPB2	1.0
CACNA1S	0.75
VCL	0.78
DLL3	0.32999999999999996
SOD2	1.0
CHERP	1.0
MYLK2	0.5800000000000001
MC1R	0.8
PAK5	0.6
CTSS	0.76
SNCAIP	0.61
TRAF5	0.5900000000000001
CCNT1	0.83
EDNRB	0.33999999999999997
SIGMAR1	1.0
VPS41	1.0
SOS2	0.49
ARHGEF11	1.0
IL3	0.32999999999999996
MTF2	0.9299999999999999
SLC25A5	0.88
NRBF2	1.0
ZBTB16	1.0
GIPR	1.0
SNIP1	1.0
SOCS6	1.0
CAPN1	0.87
UGT1A9	0.83
CD209	0.84
PLCB1	0.44999999999999996
GNG3	1.0
GSTA1	0.99
MCM6	0.72
ZBTB33	1.0
IQGAP2	1.0
SIK1	0.84
RPS6KB2	0.85
FGF17	0.18000000000000005
ATXN3	0.63
POLK	0.41000000000000003
IQGAP3	1.0
PARVB	1.0
IL12B	0.75
LEPR	0.78
SEPTIN5	1.0
PFKFB3	0.98
DTX3	1.0
FZD9	0.8
ATG14	1.0
FGF21	0.5900000000000001
WASF1	0.6699999999999999
EXOC7	0.78
STAG1	1.0
TPH2	1.0
NXF2	1.0
POLH	1.0
PPP3CA	0.54
PTGER1	0.31000000000000005
PARD6G	1.0
KLC4	1.0
PFKL	0.91
HES7	1.0
CAPNS1	0.77
PGF	0.31999999999999995
ARPC3	0.73
SF3B3	1.0
CYP3A7	1.0
